lncRNA,disease,pred,label,evidence
CYTOR,DOID:10976,0.282852352,0,0
TEX41,DOID:0060289,0.282844901,0,0
BCYRN1,DOID:4607,0.282827616,0,0
LINC00293,DOID:557,0.282820731,0,0
CCAT1,DOID:3342,0.282819211,0,0
HULC,DOID:10652,0.282789111,0,0
DANCR,DOID:9352,0.282783598,0,0
BCYRN1,DOID:2994,0.28278178,0,0
LINC01587,DOID:9884,0.282769799,0,0
PTCSC2,DOID:4914,0.282762498,0,0
LINC-ROR,DOID:0060119,0.282720894,0,0
LINC00922,DOID:0080005,0.282714844,0,0
LINC00687,DOID:0060469,0.282672197,0,0
ATXN8OS,DOID:5223,0.28265819,0,0
LINC00511,DOID:4194,0.282645673,0,0
LINCMD1,DOID:114,0.28263554,0,0
SCHLAP1,DOID:4195,0.282633156,0,0
PCAT1,DOID:10591,0.282613248,0,0
LINC00963,DOID:0060119,0.282591969,0,0
PICSAR,DOID:6270,0.282579184,0,0
IFNG-AS1,DOID:0050013,0.282556474,0,0
LRRC3DN,DOID:5183,0.282531053,0,0
PARTICL,DOID:2998,0.282520443,0,0
CCAT1,DOID:0050338,0.282516241,0,0
CBR3-AS1,DOID:987,0.282510251,0,0
C1QTNF9B-AS1,DOID:423,0.282482594,0,0
GABPB1-AS1,DOID:3527,0.282457471,0,0
MIR124-2HG,DOID:9974,0.282453299,0,0
EPB41L4A-AS1,DOID:9279,0.282447696,0,0
LINC01098,DOID:4,0.282440424,1,0
LOXL1-AS1,DOID:66,0.28242141,0,0
HOTAIRM1,DOID:4230,0.282413572,0,0
MIR137HG,DOID:769,0.282408893,0,0
NPTN-IT1,DOID:0050745,0.282398462,0,0
LINC-ROR,DOID:3565,0.282373458,0,0
FAM30A,DOID:0050117,0.282369673,0,0
CASC15,DOID:18,0.28232637,0,0
NUP50-AS1,DOID:8649,0.282314748,0,0
GHET1,DOID:4184,0.282300085,0,0
MIR137HG,DOID:0060469,0.282294631,0,0
NCRUPAR,DOID:6050,0.282292068,0,0
LINC00473,DOID:1240,0.282278478,0,0
BCAR4,DOID:117,0.282277346,0,0
KCNQ1OT1,DOID:896,0.282271683,0,0
HELLPAR,DOID:769,0.282250106,0,0
TRERNA1,DOID:5614,0.282249033,0,0
GHRLOS,DOID:0050885,0.282225877,0,0
CAHM,DOID:0110408,0.282220572,0,0
MEG3,DOID:0050885,0.282218188,0,0
MESTIT1,DOID:1107,0.282216996,0,0
SAMMSON,DOID:0060060,0.282194912,0,0
LINC00575,DOID:0080005,0.282181084,0,0
FMR1-AS1,DOID:0050865,0.282171458,0,0
MIR22HG,DOID:2349,0.282158762,0,0
CCAT1,DOID:4159,0.282158166,0,0
LINC00961,DOID:0060072,0.282150328,0,0
CRNDE,DOID:5183,0.282141864,0,0
NBAT1,DOID:3953,0.282119155,0,0
LINC00315,DOID:8552,0.28211388,0,0
LINC00261,DOID:9993,0.282083958,0,0
SERTAD4-AS1,DOID:0050686,0.282081872,0,0
LMCD1-AS1,DOID:2349,0.282049447,0,0
LINC00299,DOID:0050013,0.282034963,0,0
MESTIT1,DOID:9993,0.282018125,0,0
MINCR,DOID:1205,0.282016188,0,0
GNG12-AS1,DOID:15,0.28200689,0,0
H19,DOID:10534,0.282005459,1,1
CYTOR,DOID:0060037,0.282001823,0,0
DSCR9,DOID:11432,0.281993479,0,0
NFIA-AS1,DOID:5339,0.281991303,0,0
DIO3OS,DOID:2998,0.281985909,0,0
ESRG,DOID:657,0.281966597,0,0
CDKN2A-AS1,DOID:5672,0.281944215,0,0
LINC00654,DOID:5183,0.28192994,0,0
NFIA-AS1,DOID:303,0.281903148,0,0
ZNF667-AS1,DOID:3093,0.281895429,0,0
NORAD,DOID:1091,0.281893015,0,0
CDR1-AS,DOID:3355,0.281890571,0,0
IFNG-AS1,DOID:162,0.28187412,0,0
MIF-AS1,DOID:0060038,0.281868577,0,0
MIR17HG,DOID:680,0.281857222,0,0
MINCR,DOID:3451,0.281851768,0,0
PCAT5,DOID:10591,0.281813383,0,0
HCG4,DOID:65,0.281813174,0,0
LINC01426,DOID:1040,0.281798393,0,0
LINC01588,DOID:3451,0.281781077,0,0
TEX41,DOID:2151,0.281776071,0,0
PVT1,DOID:409,0.281772643,0,0
PICSAR,DOID:9074,0.281768948,0,0
IL12A-AS1,DOID:5419,0.281767875,0,0
THRIL,DOID:14566,0.281764656,0,0
LINC00663,DOID:15,0.281750709,0,0
FENDRR,DOID:3498,0.281709194,0,0
CTBP1-AS,DOID:530,0.281690776,0,0
EGOT,DOID:8997,0.281686127,0,0
PWAR5,DOID:1115,0.281680495,0,0
LINC00675,DOID:0050865,0.28167513,0,0
LINC00299,DOID:0050739,0.281674176,0,0
ATE1-AS1,DOID:12336,0.281673849,0,0
PRINS,DOID:0060072,0.281627983,0,0
SNHG12,DOID:5426,0.281619608,0,0
DISC2,DOID:1432,0.281604677,0,0
SNHG12,DOID:14330,0.281599075,0,0
CASC2,DOID:4090,0.281598091,0,0
WT1-AS,DOID:13089,0.281580418,0,0
LINC00942,DOID:1432,0.281539381,0,0
FAM30A,DOID:201,0.281538486,0,0
LINC01587,DOID:305,0.281525493,0,0
DSCR10,DOID:0060089,0.281516135,0,0
LUCAT1,DOID:201,0.281495899,0,0
PICSAR,DOID:3369,0.281490862,0,0
MIAT,DOID:13317,0.281465143,0,0
LINC00273,DOID:5672,0.281428397,0,0
FALEC,DOID:0060085,0.281408787,0,0
MIR99AHG,DOID:2914,0.281378686,0,0
LRRC3DN,DOID:4607,0.281377405,0,0
LINC01531,DOID:18,0.281373441,0,0
C5orf66-AS2,DOID:594,0.281359702,0,0
ZFAS1,DOID:0060464,0.281327575,0,0
RMST,DOID:5715,0.281298876,0,0
LINC01098,DOID:4706,0.28129831,0,0
LINC00315,DOID:6271,0.281274468,0,0
DISC2,DOID:3118,0.281263977,0,0
GHRLOS,DOID:3213,0.281252176,0,0
GAS5,DOID:898,0.281246573,0,0
EWSAT1,DOID:783,0.28117314,0,0
LSINCT5,DOID:1787,0.2811611,0,0
HNF1A-AS1,DOID:4074,0.281136721,0,0
SAMMSON,DOID:331,0.281132281,0,0
PCAT4,DOID:1561,0.28107816,0,0
HPN-AS1,DOID:9993,0.281050712,0,0
MIAT,DOID:8923,0.281029284,0,0
LINC00687,DOID:1555,0.281019896,0,0
HCG9,DOID:1067,0.281019002,0,0
TP53TG1,DOID:1921,0.281009197,0,0
AFAP1-AS1,DOID:654,0.281007648,0,0
MIR503HG,DOID:8398,0.280998647,0,0
HOXA11-AS,DOID:1036,0.28098008,0,0
DIO3OS,DOID:2377,0.280973792,0,0
LINC01531,DOID:0050639,0.280969143,0,0
LINC00963,DOID:0110408,0.280966252,0,0
RAD51-AS1,DOID:9976,0.280954689,0,0
SNHG12,DOID:594,0.280937523,0,0
NORAD,DOID:1883,0.280934155,0,0
ADORA2A-AS1,DOID:0060464,0.280926794,0,0
CCAT2,DOID:374,0.280917495,0,0
CCAT1,DOID:11983,0.280917197,0,0
GABPB1-AS1,DOID:178,0.280904442,0,0
TSIX,DOID:2394,0.280902505,0,0
NPSR1-AS1,DOID:557,0.2809003,0,0
LINC00675,DOID:784,0.28088063,0,0
CASC2,DOID:5151,0.280861467,0,0
CCAT1,DOID:2513,0.280860066,0,0
CCDC26,DOID:10591,0.280850381,0,0
LINC-PINT,DOID:3594,0.280846864,0,0
JAZF1-AS1,DOID:0050908,0.28084591,0,0
BCYRN1,DOID:3069,0.280812025,0,0
DBH-AS1,DOID:934,0.280796915,0,0
PTCSC3,DOID:1398,0.280782342,0,0
SCHLAP1,DOID:0060122,0.280781299,0,0
TTTY2,DOID:1612,0.280772299,0,0
C1QTNF9B-AS1,DOID:615,0.280770689,0,0
LMCD1-AS1,DOID:0080144,0.280769736,0,0
C5orf66-AS1,DOID:2030,0.280753225,0,0
MIR181A1HG,DOID:1074,0.280741036,0,0
FAM30A,DOID:2994,0.280709237,0,0
ESRG,DOID:114,0.280703872,0,0
CECR7,DOID:303,0.280695856,0,0
GSTT1-AS1,DOID:8725,0.280643284,0,0
FENDRR,DOID:0050815,0.280637115,0,0
LINC00273,DOID:10652,0.280636609,0,0
NEAT1,DOID:8584,0.280633599,0,1
KIRREL3-AS3,DOID:120,0.280630112,0,0
NFIA-AS1,DOID:1067,0.280627131,0,0
GPR1-AS,DOID:3829,0.280618489,0,0
LINC00299,DOID:0060100,0.280615509,0,0
MIR22HG,DOID:1936,0.280598521,0,0
FAM83H-AS1,DOID:77,0.280596316,0,0
PANDAR,DOID:10534,0.280588567,0,1
CDR1-AS,DOID:0060260,0.280581057,0,0
COL18A1-AS1,DOID:3829,0.280566752,0,0
LINC00687,DOID:1115,0.280538231,0,0
CDR1-AS,DOID:0050771,0.280526698,0,0
LINC00663,DOID:3892,0.280517817,0,0
LINC00963,DOID:9993,0.280517548,0,0
CCAT2,DOID:9884,0.280490041,0,0
LINC01588,DOID:3963,0.28047663,0,0
TP53TG1,DOID:9074,0.280455381,0,0
HPN-AS1,DOID:8618,0.280376136,0,0
MIF-AS1,DOID:4851,0.280351996,0,0
LINC01184,DOID:1909,0.280351788,0,0
LINC01081,DOID:3388,0.280346364,0,0
PARTICL,DOID:0050829,0.280332357,0,0
SNHG12,DOID:5093,0.280330032,0,0
VLDLR-AS1,DOID:824,0.280325353,0,0
LINC-PINT,DOID:9206,0.280312747,0,0
WT1-AS,DOID:8584,0.280276835,0,0
LINC00315,DOID:8725,0.280271471,0,0
DAOA-AS1,DOID:1229,0.280260593,0,0
LINC01024,DOID:2025,0.280248672,0,0
HOTAIR,DOID:2468,0.280237228,0,0
LINC00687,DOID:615,0.280223429,0,0
TSIX,DOID:1428,0.280184925,0,0
DSCR10,DOID:8725,0.280182451,0,0
COPG2IT1,DOID:5517,0.280182213,0,0
LINC00961,DOID:263,0.280160874,0,0
HAS2-AS1,DOID:0050951,0.280158371,0,0
UCA1,DOID:4914,0.280124903,0,0
LINC01628,DOID:3590,0.28012237,0,0
ZNF667-AS1,DOID:962,0.280112356,0,0
LINC00472,DOID:3748,0.280106992,0,0
MYCNOS,DOID:10286,0.280105829,0,0
EGOT,DOID:1398,0.280091017,0,0
LINC00474,DOID:399,0.280074269,0,0
CARMN,DOID:987,0.280065238,0,0
TRERNA1,DOID:0050736,0.280062973,0,0
PCA3,DOID:12603,0.280053735,0,0
LINC00474,DOID:2621,0.280032635,0,0
PICSAR,DOID:11054,0.280006349,0,0
THRIL,DOID:5715,0.279994428,0,0
LINC01587,DOID:1205,0.279991865,0,0
PCAT4,DOID:9952,0.279986292,0,0
LINC00271,DOID:3969,0.279974639,0,1
NEAT1,DOID:1398,0.279957354,0,0
COPG2IT1,DOID:0060038,0.279952735,0,0
MIR4435-2HG,DOID:0050828,0.279950351,0,0
SERTAD4-AS1,DOID:687,0.279945254,0,0
LINC00922,DOID:0014667,0.279934436,0,0
CASC15,DOID:1074,0.279923022,0,0
ATE1-AS1,DOID:7693,0.279898345,0,0
HELLPAR,DOID:9279,0.279886752,0,0
LINC-PINT,DOID:3627,0.279883027,0,0
LINC00312,DOID:863,0.279880643,0,0
LINC01387,DOID:11934,0.279879421,0,0
LINC00922,DOID:9296,0.279878139,0,0
C5orf66-AS2,DOID:9351,0.279874921,0,0
TEX41,DOID:3948,0.279867262,0,0
DISC1FP1,DOID:9206,0.279845476,0,0
BCAR4,DOID:1037,0.279777378,0,0
DLEU2,DOID:117,0.279756367,0,0
LINC01587,DOID:0080000,0.279735208,0,0
LOXL1-AS1,DOID:9036,0.279731512,0,0
MHRT,DOID:10952,0.279731125,0,0
BANCR,DOID:660,0.279717028,0,0
TUG1,DOID:1036,0.279702187,0,0
TTTY4,DOID:4535,0.279688478,0,0
LINC00474,DOID:3007,0.279656351,0,0
SERTAD4-AS1,DOID:0050736,0.279648781,0,0
GATA3-AS1,DOID:2621,0.279639363,0,0
DBET,DOID:11830,0.279608518,0,0
PTCSC3,DOID:14566,0.279608279,1,0
NUP50-AS1,DOID:26,0.279599369,0,0
LINC00315,DOID:28,0.27958858,0,0
MIR7-3HG,DOID:10941,0.279574215,0,0
IL12A-AS1,DOID:10286,0.279570818,0,0
MIF-AS1,DOID:520,0.279567599,0,0
PWAR5,DOID:14654,0.279561788,0,0
PISRT1,DOID:557,0.279558718,0,0
GNG12-AS1,DOID:10976,0.279537678,0,0
HAND2-AS1,DOID:9835,0.279536486,0,0
DISC2,DOID:0070004,0.279527843,0,0
PVT1,DOID:3829,0.279503495,0,0
MEG8,DOID:0050117,0.279472172,0,0
B3GALT5-AS1,DOID:4535,0.279471546,0,0
SAMMSON,DOID:363,0.279469073,0,0
LINC00629,DOID:0080015,0.279430121,0,0
HOTTIP,DOID:2030,0.279397935,0,0
CASC16,DOID:417,0.279389322,0,0
LINC00974,DOID:635,0.279377073,0,0
CAHM,DOID:0060167,0.279363394,0,0
DIO3OS,DOID:896,0.279349864,0,0
MIR17HG,DOID:8986,0.279335052,0,0
TEX41,DOID:75,0.279331088,0,0
MIR155HG,DOID:14681,0.279329658,0,0
MIAT,DOID:8725,0.279276013,0,0
ATE1-AS1,DOID:28,0.279251993,0,0
FAM83H-AS1,DOID:1070,0.27924037,0,0
IFNG-AS1,DOID:10283,0.279237837,0,0
LINC00687,DOID:170,0.27922982,0,0
C5orf66-AS1,DOID:865,0.279227793,0,0
MYCNOS,DOID:1542,0.279218823,0,0
LINC00315,DOID:8398,0.279215753,0,0
DISC2,DOID:706,0.279212445,0,0
NEAT1,DOID:10976,0.279211223,0,0
PARD6G-AS1,DOID:2377,0.279204041,0,0
LINC00336,DOID:3627,0.279191911,0,0
LINC00922,DOID:2621,0.27919066,0,0
LINC00663,DOID:74,0.279188335,0,0
MIAT,DOID:154,0.279183298,0,0
MIR137HG,DOID:8986,0.27916947,0,0
CCAT1,DOID:1040,0.279159516,0,0
HOTAIR,DOID:2174,0.279148966,0,0
MIR194-2HG,DOID:9744,0.279142827,0,0
MINCR,DOID:0050902,0.279124379,0,0
LINC01588,DOID:6050,0.279120803,0,0
C5orf66-AS2,DOID:4159,0.279117733,0,0
H19,DOID:5679,0.279109091,0,0
CRNDE,DOID:4184,0.279098898,0,0
BANCR,DOID:0050951,0.279088497,0,0
MEG8,DOID:14566,0.279073983,0,0
DIO3OS,DOID:9352,0.279052824,0,0
LINC00473,DOID:4195,0.279051453,0,0
LINC01098,DOID:1287,0.279039115,0,0
TP73-AS1,DOID:47,0.279038012,0,0
LINC00163,DOID:0080014,0.279029816,0,0
GPR1-AS,DOID:26,0.279022694,0,0
MIR99AHG,DOID:0050959,0.279010177,0,0
ERICH1-AS1,DOID:4440,0.278984874,0,0
COPG2IT1,DOID:2671,0.278984249,0,0
NORAD,DOID:783,0.278983712,0,0
NUP50-AS1,DOID:2151,0.278972745,0,0
DLEU2,DOID:10652,0.278967083,0,0
PRNCR1,DOID:0060100,0.278947711,0,0
PCAT5,DOID:865,0.278946877,0,0
CCAT1,DOID:0050890,0.278940588,0,0
MIR17HG,DOID:3953,0.278935045,0,0
NFIA-AS1,DOID:0060289,0.278896719,0,0
SNHG4,DOID:3369,0.278890073,0,0
TINCR,DOID:0060158,0.278868705,0,0
LINC00477,DOID:4001,0.278840095,0,0
MIR155HG,DOID:5572,0.27882731,0,0
COL18A1-AS1,DOID:3193,0.278805971,0,0
SERTAD4-AS1,DOID:3907,0.278804511,0,0
TUSC7,DOID:0050771,0.278737992,0,0
ADORA2A-AS1,DOID:150,0.278737217,0,0
TARID,DOID:0050013,0.278721124,0,0
GPR1-AS,DOID:9973,0.278703064,0,0
NBAT1,DOID:303,0.278700411,0,0
CADM3-AS1,DOID:0080053,0.278684974,0,0
PRINS,DOID:987,0.278676093,0,0
LINC01098,DOID:3571,0.278667152,0,0
LINC-PINT,DOID:688,0.278666139,0,0
BCYRN1,DOID:117,0.278659493,0,0
DAOA-AS1,DOID:8584,0.27865839,0,0
PTCSC3,DOID:331,0.278638482,0,0
LINC00963,DOID:10652,0.278628677,0,0
LINC00922,DOID:10976,0.278626233,0,0
NBR2,DOID:5426,0.278606802,0,0
LINC00942,DOID:865,0.278588831,0,0
IFNG-AS1,DOID:824,0.278562188,0,0
TEX41,DOID:4607,0.278548479,0,0
CCAT1,DOID:5041,0.278541505,0,1
LINC00856,DOID:5572,0.278539151,0,0
CADM3-AS1,DOID:225,0.278537899,0,0
SNHG4,DOID:8923,0.278506339,0,0
LINC00511,DOID:5093,0.278465301,0,0
DBET,DOID:768,0.278455913,0,0
LINC01531,DOID:3620,0.278442442,0,0
MIR155HG,DOID:3393,0.278426707,0,0
CASC16,DOID:1227,0.27842176,0,0
LINC00312,DOID:1059,0.278408647,0,0
NCRUPAR,DOID:0050615,0.278395087,0,0
CCAT2,DOID:289,0.278387427,0,0
JAZF1-AS1,DOID:170,0.278384417,0,0
CADM3-AS1,DOID:8649,0.27832067,0,0
LINC01387,DOID:26,0.278293431,0,0
DSCR10,DOID:4752,0.278286427,0,0
NCRUPAR,DOID:9120,0.278273523,0,0
PRINS,DOID:3213,0.278257012,0,0
XACT,DOID:3388,0.278255999,0,0
XACT,DOID:3312,0.278215587,0,0
LINC-ROR,DOID:1909,0.278207719,0,1
MEG8,DOID:1793,0.278206378,0,1
LINC01235,DOID:0050866,0.278203815,0,0
ADORA2A-AS1,DOID:686,0.278161079,0,0
CDKN2A-AS1,DOID:104,0.278148919,0,0
SPRY4-IT1,DOID:0060084,0.278131664,0,0
IL10RB-AS1,DOID:1492,0.278127432,0,0
GACAT2,DOID:374,0.278122008,0,0
GACAT2,DOID:3342,0.278121144,0,0
XACT,DOID:14681,0.278117269,0,0
LOXL1-AS1,DOID:2921,0.278084546,0,0
PCAT1,DOID:865,0.278082877,0,0
HOTTIP,DOID:7474,0.278065652,0,0
LINC00663,DOID:5166,0.27803117,0,0
CDKN2A-AS1,DOID:8893,0.278031051,0,0
LINC01531,DOID:1555,0.27802965,0,0
CASC8,DOID:1040,0.27799955,0,0
LINC00273,DOID:12603,0.277992576,0,0
LINC00473,DOID:0080014,0.277983576,0,0
LINC-ROR,DOID:0050951,0.277959675,0,0
BCAR4,DOID:6713,0.277953357,0,0
PTCSC2,DOID:4006,0.277942836,0,0
GSTT1-AS1,DOID:3304,0.277938008,0,0
IL10RB-AS1,DOID:10952,0.277929157,0,0
B3GALT5-AS1,DOID:0050885,0.277914554,0,0
BCYRN1,DOID:687,0.277905226,0,0
ATE1-AS1,DOID:1107,0.277891934,0,0
CTBP1-AS,DOID:2998,0.277889878,0,0
MCHR2-AS1,DOID:2513,0.27785188,0,0
LINC01628,DOID:768,0.277835906,0,0
PWAR5,DOID:1107,0.27782771,0,0
PARD6G-AS1,DOID:9952,0.277809471,0,0
TUSC7,DOID:7693,0.277789801,0,0
MIR99AHG,DOID:4159,0.277786255,0,0
LSINCT5,DOID:47,0.277784765,0,0
HAR1A,DOID:10283,0.277783453,0,0
PCA3,DOID:1091,0.277780205,0,0
LINC01387,DOID:1428,0.277771741,0,0
HPN-AS1,DOID:4645,0.277745545,0,0
LMCD1-AS1,DOID:0060085,0.277744621,0,0
MIR22HG,DOID:2678,0.277740985,0,0
HCP5,DOID:6050,0.277712017,0,0
GSTT1-AS1,DOID:635,0.277686149,0,0
PCA3,DOID:3369,0.277670801,0,0
TARID,DOID:11830,0.277661532,0,0
LINC00473,DOID:3963,0.27765432,0,0
KIRREL3-AS3,DOID:0060131,0.277653605,0,0
LINC00474,DOID:898,0.277607113,0,0
PRINS,DOID:11934,0.2775729,0,0
PWAR5,DOID:6050,0.27756992,0,0
CASC8,DOID:1307,0.277569205,0,0
TP73-AS1,DOID:11054,0.277560472,0,1
MEG8,DOID:769,0.277516752,0,0
CARMN,DOID:2994,0.277473897,0,0
PWAR5,DOID:1037,0.277460903,0,0
TP73-AS1,DOID:0080015,0.277455032,0,0
LINC01098,DOID:2876,0.277454227,0,0
DISC1FP1,DOID:120,0.277453989,0,0
IL10RB-AS1,DOID:150,0.277447522,0,0
PCAT1,DOID:4645,0.277435929,0,0
GATA3-AS1,DOID:8692,0.277380317,0,0
CBR3-AS1,DOID:37,0.277317464,0,0
DBET,DOID:11476,0.277317196,0,0
ATE1-AS1,DOID:4007,0.277242243,0,0
ERICH1-AS1,DOID:47,0.277238369,0,0
TTTY15,DOID:4001,0.277217895,0,0
FBXW7-AS1,DOID:1428,0.277206033,0,0
TUG1,DOID:848,0.277204782,0,0
ESRG,DOID:9952,0.277203172,0,0
LINC01556,DOID:0050890,0.277171671,0,0
ESRG,DOID:7474,0.277155519,0,0
LINC00273,DOID:0080053,0.277149886,0,0
MIF-AS1,DOID:4960,0.277139366,0,0
IGF2-AS,DOID:9952,0.277132362,0,0
LINC00477,DOID:0050338,0.277117342,0,0
LINC01235,DOID:0060089,0.277114123,0,0
TTTY2,DOID:15,0.277101755,0,0
CYTOR,DOID:263,0.277085721,0,0
HNF1A-AS1,DOID:0080146,0.277083755,0,0
MIR17HG,DOID:1596,0.277071506,0,0
MIR181A1HG,DOID:706,0.277068913,0,0
PCAT5,DOID:3093,0.277067184,0,0
LINC00963,DOID:1229,0.277033627,0,0
MEG3,DOID:5158,0.277032226,0,0
LINC01133,DOID:12365,0.277024865,0,0
WT1-AS,DOID:4645,0.277001977,0,0
NBR2,DOID:4085,0.277000695,0,0
LINC01556,DOID:3498,0.276982725,0,0
MINCR,DOID:3388,0.276970387,0,0
PICSAR,DOID:8692,0.2769548,0,0
CASC2,DOID:0050890,0.276929796,0,0
TUSC7,DOID:635,0.276922226,0,0
PEG3-AS1,DOID:3590,0.276920944,0,0
LINC00961,DOID:10652,0.276917726,0,0
HOTAIRM1,DOID:5672,0.276910663,1,0
HAR1A,DOID:5339,0.276910603,0,0
HOTTIP,DOID:0080053,0.276905566,0,0
FAM30A,DOID:2596,0.276895016,0,0
HLA-F-AS1,DOID:2978,0.276885331,0,0
NORAD,DOID:654,0.276876271,0,0
NCAM1-AS1,DOID:3308,0.276856512,0,0
PEG3-AS1,DOID:66,0.276825875,0,0
PTCSC2,DOID:0080001,0.276794404,0,0
THRIL,DOID:1612,0.276791841,0,0
NFIA-AS1,DOID:5715,0.276790679,0,0
CDR1-AS,DOID:374,0.276786387,0,0
CARMN,DOID:2348,0.276762098,0,0
GACAT2,DOID:10286,0.276751488,0,0
SAMMSON,DOID:1091,0.276730865,0,0
CASC16,DOID:10155,0.276725382,1,0
TP53COR1,DOID:0080144,0.276700109,0,0
NPSR1-AS1,DOID:3459,0.276692301,0,0
DANCR,DOID:48,0.276688427,0,0
LINC00602,DOID:1100,0.276687622,0,0
HOTAIRM1,DOID:5517,0.276681691,0,0
PSORS1C3,DOID:10348,0.276677132,0,0
PTCSC3,DOID:176,0.276635855,0,0
EGOT,DOID:630,0.276624441,0,0
DAOA-AS1,DOID:8618,0.276590824,0,0
ESRG,DOID:3892,0.276573867,0,0
LINC01588,DOID:0050155,0.276566774,0,0
LMCD1-AS1,DOID:1036,0.276564091,0,0
LINC01628,DOID:0060089,0.276555359,0,0
LINC00477,DOID:0060084,0.276553154,0,0
LINC00961,DOID:9352,0.276532441,0,0
LINC00273,DOID:8997,0.276506007,0,0
HAND2-AS1,DOID:8398,0.276496857,0,0
LINC00479,DOID:2237,0.276489019,0,0
GNG12-AS1,DOID:0050828,0.2764754,0,0
BLACAT1,DOID:5151,0.276466787,0,0
LINC01387,DOID:2600,0.276462048,0,0
RAD51-AS1,DOID:768,0.276439488,0,0
LINC00477,DOID:615,0.276422232,0,0
CARMN,DOID:0050615,0.276416153,0,0
CADM3-AS1,DOID:3247,0.276398093,0,0
CTBP1-AS,DOID:1921,0.276396841,0,0
LINC00942,DOID:0050866,0.276391447,0,0
BCYRN1,DOID:2348,0.276391149,0,0
TDRG1,DOID:289,0.276373297,0,0
LINC00942,DOID:48,0.276367247,0,0
GHRLOS,DOID:9974,0.276347578,0,0
TARID,DOID:1067,0.276339501,0,0
LINC00163,DOID:4006,0.276323169,0,0
MIR194-2HG,DOID:3247,0.27631864,0,0
PCAT4,DOID:688,0.276314348,0,0
ZFAS1,DOID:176,0.27630353,0,0
NCRUPAR,DOID:0050567,0.276283562,0,0
SNHG11,DOID:4226,0.276256651,0,0
OLMALINC,DOID:4451,0.27622208,0,0
LINC00575,DOID:3388,0.276221007,0,0
MIR17HG,DOID:1883,0.276219517,0,0
FBXW7-AS1,DOID:3393,0.276198596,0,0
DISC2,DOID:8692,0.276185095,0,0
MEG8,DOID:0050902,0.276178837,0,0
MIR22HG,DOID:2531,0.276115656,0,0
ADORA2A-AS1,DOID:2921,0.276105911,0,0
LINC00336,DOID:0060318,0.276103616,0,0
MESTIT1,DOID:3829,0.276099831,0,0
NFIA-AS1,DOID:0060083,0.276094586,0,0
HYMAI,DOID:0060084,0.276086986,0,0
PTCSC3,DOID:1240,0.276076198,0,0
PANDAR,DOID:594,0.276070029,0,0
CRNDE,DOID:0050828,0.276069999,0,0
LINC01556,DOID:374,0.276065528,0,0
PCA3,DOID:4971,0.27603054,0,0
UCA1,DOID:0060158,0.276029646,0,0
FALEC,DOID:0060289,0.276025862,0,0
LINC01426,DOID:3910,0.276019156,0,0
SAMMSON,DOID:1324,0.275996238,0,0
HNF1A-AS1,DOID:5409,0.27596733,0,0
ATXN8OS,DOID:74,0.275961846,0,0
HULC,DOID:987,0.275957584,0,0
HPN-AS1,DOID:3388,0.275951535,0,0
MIR194-2HG,DOID:0110408,0.275949687,0,0
HCCAT5,DOID:2152,0.275948346,0,0
BANCR,DOID:2348,0.2759431,0,0
TP53COR1,DOID:2018,0.275899857,0,0
MIR194-2HG,DOID:3008,0.275878459,0,0
CCAT1,DOID:0060334,0.275874734,0,0
HELLPAR,DOID:10584,0.275873691,0,0
NFIA-AS1,DOID:2559,0.275865525,0,0
GPR1-AS,DOID:0050177,0.275839359,0,0
MIR99AHG,DOID:3969,0.275823057,0,0
MYCNOS,DOID:4676,0.275815547,0,0
MYCNOS,DOID:3963,0.275800139,0,0
LINC00315,DOID:8986,0.275773585,0,0
TUSC8,DOID:4001,0.27575925,0,0
CECR7,DOID:2018,0.275756687,0,0
RMST,DOID:16,0.275720894,0,0
LINC00602,DOID:0080146,0.275674462,0,0
MIR194-2HG,DOID:3355,0.275662035,0,0
LINC01587,DOID:0050615,0.275635362,0,0
HAND2-AS1,DOID:5426,0.275634974,0,0
HCG27,DOID:9036,0.275623947,0,0
VLDLR-AS1,DOID:9074,0.275611848,0,0
MHRT,DOID:0014667,0.275586158,0,0
SNHG11,DOID:3093,0.275571972,0,0
C1QTNF9B-AS1,DOID:3369,0.275568008,0,0
ZEB1-AS1,DOID:4752,0.275563329,0,0
SAMMSON,DOID:48,0.275538325,0,0
NPSR1-AS1,DOID:11612,0.275536507,0,0
C5orf66-AS2,DOID:0060334,0.275523424,0,0
DISC2,DOID:0080000,0.275513977,0,0
SNHG1,DOID:3459,0.275501579,0,0
ZNF667-AS1,DOID:5166,0.275495321,0,0
MYCNOS,DOID:9351,0.275487214,0,0
LINC00974,DOID:3590,0.275479406,0,0
CDKN2A-AS1,DOID:18,0.275476426,0,0
PEG3-AS1,DOID:10952,0.275468469,0,0
NCRUPAR,DOID:1561,0.275464505,0,0
EWSAT1,DOID:28,0.275451392,0,0
PANDAR,DOID:9352,0.275435001,0,0
ZNF667-AS1,DOID:4450,0.275434911,0,0
CCDC26,DOID:1037,0.275434107,0,0
CASC15,DOID:0014667,0.275424421,0,0
LINC00942,DOID:5041,0.275423229,0,0
HLA-F-AS1,DOID:0080074,0.27540645,0,0
CASC15,DOID:0050815,0.275400281,0,0
LINC01098,DOID:0060469,0.275398165,0,0
TUG1,DOID:1909,0.275358409,0,0
FMR1-AS1,DOID:176,0.275348753,0,0
HAND2-AS1,DOID:10584,0.275330991,0,0
